date,rms,median,mean
2013-07-26 22:00:00,679.767600,7181.461100,7156.502155
2013-07-27 22:00:00,661.846708,7034.733011,6985.203388
2013-07-28 22:00:00,654.761577,7064.126923,7022.933895
2013-07-29 22:00:00,662.650363,7131.831288,7090.693398
2013-07-30 22:00:00,658.181592,7061.677496,7020.086619
2013-07-31 22:00:00,655.759840,7017.643239,6971.787302
2013-08-01 22:00:00,652.926313,7007.269894,6971.403880
2013-08-02 22:00:00,652.526521,7045.190195,7007.791516
2013-08-03 22:00:00,650.214113,6992.848316,6954.003144
2013-08-04 22:00:00,654.087684,6950.947351,6919.371331
2013-07-13 22:00:00,642.088306,7034.252777,6998.990691
2013-07-14 22:00:00,645.259431,7086.889671,7052.250917
2013-07-15 22:00:00,651.092367,7060.785672,7013.122733
2013-07-16 22:00:00,659.952270,7081.924690,7044.841372
2013-07-17 22:00:00,660.778563,7053.029933,7009.477106
2013-07-18 22:00:00,717.600402,7014.508855,6991.252548
2013-07-19 22:00:00,666.234952,7097.986881,7047.190463
2013-07-12 22:00:00,641.331003,7050.942444,7022.072451
2013-09-02 22:00:00,663.145493,6922.904722,6875.811873
2013-09-03 22:00:00,667.758196,6940.464985,6899.293297
2013-09-04 22:00:00,668.462402,6919.970046,6877.448667
2013-08-13 22:00:00,646.998136,6893.977722,6856.572505
2013-08-14 22:00:00,649.913327,6885.268565,6847.583670
2013-08-15 22:00:00,654.539163,6861.909367,6828.881259
2013-08-16 22:00:00,649.454399,6856.629246,6823.522535
2013-08-23 22:00:00,574.605697,5516.476065,5518.426268
2013-08-24 22:00:00,599.498893,5754.891216,5763.996512
2013-08-25 22:00:00,661.069815,6965.496693,6918.002310
2013-08-26 22:00:00,661.595749,6958.513013,6923.885903
2013-08-27 22:00:00,666.253417,6926.317000,6885.254373
2013-08-28 22:00:00,687.613596,6396.652208,6393.516875
2013-09-01 22:00:00,666.056962,6916.328078,6881.063974
2013-09-16 22:00:00,700.417150,7163.437913,7121.076914
2013-09-08 22:00:00,683.021714,7028.384483,6984.811625
2013-09-23 22:00:00,682.284897,6934.389269,6908.879549
2013-09-24 22:00:00,651.465349,6270.774445,6265.063234
2013-09-26 22:00:00,695.770741,7110.828240,7058.707515
2013-09-27 22:00:00,685.756429,6952.132352,6906.971604
2013-09-28 22:00:00,670.914714,6772.897140,6729.588772
2013-09-29 22:00:00,679.792163,6866.144748,6816.468941
2013-09-30 22:00:00,677.679115,6860.865990,6813.589753
2013-10-01 22:00:00,684.894550,6907.629509,6854.784003
2013-10-03 22:00:00,698.939474,7091.507024,7040.504314
2013-10-04 22:00:00,695.226504,6976.981757,6928.774916
2013-10-05 22:00:00,682.466801,6831.117262,6783.649142
2013-10-07 22:00:00,736.079315,6804.713096,6786.072230
2013-10-08 22:00:00,736.293012,6811.584057,6789.213152
2013-10-09 22:00:00,737.090588,6770.736399,6745.252881
2013-10-10 22:00:00,742.983074,6798.153516,6779.497855
2013-10-11 22:00:00,743.754422,6741.926025,6721.604517
2013-10-12 22:00:00,1197.393537,6765.914514,6587.352411
2013-09-05 22:00:00,731.140227,6942.962124,6924.825932
2013-09-06 22:00:00,742.420009,7051.730468,7034.418034
2013-09-07 22:00:00,690.992121,7102.712632,7065.844781
2013-09-09 22:00:00,677.804679,6954.151099,6913.422527
2013-09-11 22:00:00,686.882854,6808.364184,6782.255106
2013-09-12 22:00:00,701.191669,7187.414678,7141.153266
2013-09-13 22:00:00,706.820385,7109.898882,7064.830848
2013-09-14 22:00:00,707.111913,7136.053042,7096.907286
2013-09-15 22:00:00,707.027854,7174.689119,7125.435235
2013-10-13 22:00:00,747.188451,6772.227410,6746.963087
2013-10-14 22:00:00,767.569231,6898.584278,6870.397094
2013-10-15 22:00:00,776.684044,6911.929442,6886.139459
2013-10-16 22:00:00,790.912166,6897.906330,6841.385084
2013-10-21 22:00:00,750.594721,6930.590448,6910.056716
2013-10-22 22:00:00,683.850765,6827.118721,6794.454884
2013-11-01 23:00:00,744.802468,6804.965607,6784.270064
2013-11-03 23:00:00,689.801674,6664.832864,6629.738686
2013-11-04 23:00:00,687.346845,6658.972095,6622.179776
2013-11-05 23:00:00,697.625140,6525.385454,6502.483809
2013-10-06 22:00:00,681.480450,6837.059451,6797.040837
2013-10-23 22:00:00,753.909219,6902.315305,6882.191488
2013-10-26 22:00:00,681.183174,6668.781800,6631.362044
2013-10-27 23:00:00,773.563266,6987.513876,6954.806091
2013-10-29 23:00:00,714.657372,7035.666039,6989.502993
2013-10-30 23:00:00,775.802946,7018.615739,7000.780387
2013-10-31 23:00:00,702.025824,6764.539985,6722.303046
2013-11-02 23:00:00,716.166794,6546.916046,6518.661329
2013-11-06 23:00:00,709.846596,6405.672680,6394.337908
2013-11-07 23:00:00,681.916994,6558.321608,6524.478507
2013-11-09 23:00:00,725.668266,6510.141800,6482.389253
2013-11-10 23:00:00,718.507644,6500.319667,6467.879053
2013-11-11 23:00:00,733.709823,6455.340412,6438.090609
2013-11-12 23:00:00,691.926476,6456.397713,6423.085220
2013-11-13 23:00:00,667.638764,6402.230336,6374.819169
2013-11-20 23:00:00,410.258849,8040.500000,8023.363963
2013-11-14 23:00:00,558.908385,3242.800001,3337.401375
2013-11-21 23:00:00,262.632788,6185.167864,6172.742244
2013-11-22 23:00:00,258.757890,6071.091454,6055.538523
2013-11-23 23:00:00,350.645314,7870.819093,7856.596963
2013-11-24 23:00:00,357.017853,7956.945499,7935.607101
2013-11-25 23:00:00,347.706577,7636.324817,7615.218351
2013-11-26 23:00:00,349.765402,7841.039022,7824.471315
2013-11-28 23:00:00,356.602430,7781.436865,7763.913319
2013-11-29 23:00:00,367.761875,7829.542168,7819.743418
2013-11-30 23:00:00,350.027091,7911.531328,7894.126403
2013-12-01 23:00:00,363.643288,7895.478508,7873.828431
2013-12-02 23:00:00,376.307453,7908.158851,7885.469138
2013-12-03 23:00:00,370.662156,7854.712963,7837.521736
2013-12-04 23:00:00,364.140388,7940.322861,7919.846355
2013-12-06 23:00:00,365.588063,7895.149044,7871.436221
2013-12-07 23:00:00,369.599970,7963.556340,7940.235048
2013-12-08 23:00:00,357.634075,7872.095890,7850.193872
2013-12-19 23:00:00,0.000000,0.000000,0.000000
2013-12-20 23:00:00,209.300507,4149.270731,4135.751113
2013-12-22 23:00:00,246.386418,5157.293399,5138.271629
2013-12-23 23:00:00,363.420478,7531.250423,7517.195384
2013-12-24 23:00:00,353.660289,7502.181184,7483.948611
2013-12-25 23:00:00,351.773036,7280.895333,7263.961280
2013-12-26 23:00:00,334.053598,7137.483445,7114.897262
2013-12-27 23:00:00,364.545047,7370.947721,7353.173276
2013-12-29 23:00:00,356.466321,7488.586185,7466.893208
2014-01-26 23:00:00,379.810929,7820.394745,7801.143904
2014-01-27 23:00:00,380.626043,7669.686571,7646.686887
2014-01-28 23:00:00,379.932834,7699.043046,7672.980994
2014-01-31 23:00:00,365.663239,7381.960659,7357.492197
2014-02-01 23:00:00,367.415625,7382.244660,7363.896965
2014-02-02 23:00:00,376.777020,7310.206734,7284.981458
2014-02-03 23:00:00,374.964986,7325.517575,7302.434772
2014-01-07 23:00:00,348.778733,7155.200964,7137.474663
2014-01-05 23:00:00,344.231472,7197.651960,7180.345966
2014-01-06 23:00:00,336.161815,6982.930339,6964.889271
2014-01-11 23:00:00,334.255169,6810.460755,6796.934578
2014-01-12 23:00:00,335.187821,6802.528850,6790.654255
2014-01-13 23:00:00,329.655572,6865.142537,6852.470952
2014-01-21 23:00:00,390.959359,7743.367434,7719.870194
2014-02-10 23:00:00,398.334761,7235.695440,7216.387441
2014-02-11 23:00:00,536.771469,7257.851975,7222.740096
2014-02-21 23:00:00,425.776517,8442.867485,8411.787160
2014-02-22 23:00:00,426.364081,8486.248985,8457.405735
2014-02-23 23:00:00,946.279825,8462.412537,8409.207723
2014-02-24 23:00:00,421.252227,8412.207436,8379.759182
2014-02-25 23:00:00,417.714793,8480.256052,8448.559518
2014-02-04 23:00:00,362.364372,7047.750829,7028.520534
2014-02-05 23:00:00,388.518966,7326.593380,7297.365134
2014-02-06 23:00:00,608.130097,7028.808809,7023.685486
2014-02-07 23:00:00,385.668080,7286.427669,7262.955100
2014-02-08 23:00:00,392.815525,7306.624696,7284.155567
2014-02-09 23:00:00,398.556678,7286.743552,7269.920959
2014-03-06 23:00:00,424.204532,8168.732589,8135.611079
2014-03-08 23:00:00,757.921113,8369.377535,8362.531109
2013-12-30 23:00:00,346.426222,7533.678614,7515.909398
2013-12-31 23:00:00,347.924214,7469.283038,7447.377820
2014-01-01 23:00:00,350.927972,7465.635315,7441.166440
2014-01-03 23:00:00,342.447055,7240.476170,7221.991348
2013-12-21 23:00:00,273.673825,6192.804851,6177.512794
2014-01-02 23:00:00,351.075655,7417.965607,7399.530085
2014-01-04 23:00:00,347.442884,7412.352161,7393.441499
2014-02-26 23:00:00,419.294034,8385.655937,8351.669789
2014-02-28 23:00:00,417.247510,8430.235048,8403.483435
2014-03-01 23:00:00,418.247529,8430.584915,8394.611787
2014-03-02 23:00:00,415.680961,8402.276615,8368.281659
2014-03-03 23:00:00,425.145675,8412.373731,8381.285254
2014-03-04 23:00:00,423.979206,8437.716598,8399.064733
2014-03-05 23:00:00,420.020377,8425.908385,8388.139031
